event_date,phone_is_null,is_military,is_phone_lokal,is_phone_ru,category,is_transit,is_single_signal,echelon,devices
2025-07-17,False,False,True,False,disapeared,True,False,1,2446
2025-07-16,False,False,True,False,new,False,True,2,571
2025-08-19,False,False,False,True,constant,True,False,0,133
2025-08-21,False,False,True,False,departed,True,False,3,118
2025-07-15,False,False,False,True,constant,True,False,3,75
2025-07-15,False,False,False,True,arrived,True,False,2,734
2025-07-10,False,False,False,True,departed,True,False,1,190
2025-09-05,True,False,False,True,disapeared,False,False,1,7
2025-07-29,False,False,False,True,disapeared,False,False,3,680
2025-08-05,False,False,False,False,constant,True,False,0,15
2025-09-04,False,False,False,True,disapeared,True,False,0,207
2025-07-02,False,False,False,True,new,True,False,1,304
2025-08-18,False,False,False,True,disapeared,False,False,2,667
2025-08-18,False,False,True,False,constant,False,False,1,1584
2025-08-06,False,False,False,True,departed,False,False,3,20
2025-07-05,False,False,False,True,constant,False,False,3,1060
2025-09-13,False,False,True,False,new,False,True,3,97
2025-09-10,False,False,False,True,departed,False,False,2,109
2025-09-12,False,False,True,False,departed,False,False,1,56
2025-08-09,False,False,True,False,disapeared,True,False,0,40
2025-08-14,False,False,False,True,arrived,False,False,0,25
2025-08-16,False,False,False,True,new,False,False,3,18
2025-07-18,False,True,False,True,new,True,False,1,14
2025-07-19,False,True,True,False,constant,False,False,0,3
2025-07-11,False,True,False,True,departed,True,False,2,32
2025-07-16,False,True,True,False,new,True,False,2,4
2025-07-11,False,True,False,True,arrived,False,False,0,2
2025-08-20,False,True,False,True,disapeared,False,False,0,115
2025-07-25,False,True,True,False,new,True,False,1,8
2025-09-14,False,True,False,True,new,False,True,2,29
2025-09-08,False,True,False,True,departed,False,False,1,4
2025-09-05,False,True,False,True,new,True,False,2,72
2025-07-05,False,True,False,True,constant,False,False,3,49
2025-07-04,False,True,False,True,constant,True,False,1,2
2025-09-03,False,True,False,True,departed,True,False,1,23
2025-08-14,False,True,False,True,new,False,True,3,23
2025-07-27,True,False,False,True,new,False,False,0,926
2025-07-25,False,False,False,True,disapeared,True,False,2,2506
2025-08-04,False,False,False,False,constant,False,False,0,52
2025-07-28,False,False,False,True,constant,True,False,2,491
2025-08-04,False,False,False,True,new,False,True,3,232
2025-08-02,False,False,True,False,disapeared,False,False,2,1085
2025-08-07,False,False,True,False,departed,False,False,2,132
2025-07-31,True,False,False,True,new,False,True,0,617
2025-08-19,False,False,True,False,constant,True,False,1,715
2025-07-30,False,False,False,True,new,False,False,2,2472
2025-07-07,False,False,False,True,disapeared,True,False,1,304
2025-07-17,False,False,False,True,constant,True,False,0,153
2025-07-17,False,False,True,False,new,False,False,1,379
2025-07-28,False,False,True,False,disapeared,False,True,0,12
2025-07-16,False,False,False,True,new,False,True,2,442
2025-07-28,False,False,False,True,departed,False,False,1,43
2025-08-22,False,False,True,False,disapeared,False,True,1,35
2025-08-20,False,False,False,True,arrived,False,False,0,33
2025-08-01,False,False,False,True,departed,False,False,3,21
2025-09-05,False,False,True,False,departed,True,False,3,48
2025-08-29,False,False,True,False,arrived,True,False,0,965
2025-08-25,False,False,True,False,new,False,False,2,1317
2025-08-26,True,False,False,True,constant,False,False,0,376
2025-07-31,False,False,True,False,new,False,True,0,11
2025-08-08,False,False,True,False,departed,False,False,0,165
2025-08-26,False,False,True,False,arrived,False,False,3,43
2025-07-02,False,False,False,True,constant,True,False,0,136
2025-09-02,False,False,False,True,disapeared,False,False,3,566
2025-09-01,False,False,False,True,arrived,False,False,3,22
2025-09-07,False,False,True,False,arrived,True,False,2,2559
2025-07-06,False,False,False,True,disapeared,False,False,0,560
2025-07-06,False,False,False,True,arrived,True,False,3,161
2025-07-06,False,False,True,False,constant,True,False,3,44
2025-09-07,False,False,True,False,arrived,False,False,1,42
2025-09-13,False,False,False,True,disapeared,False,False,2,2354
2025-09-14,False,False,True,False,arrived,True,False,3,62
2025-09-03,False,False,False,True,arrived,False,False,0,36
2025-07-03,False,False,False,True,departed,True,False,2,511
2025-09-17,False,False,False,True,disapeared,True,False,0,219
2025-09-16,False,False,True,False,new,False,True,3,93
2025-09-16,False,False,False,True,new,False,False,1,581
2025-09-21,False,False,False,True,arrived,False,False,0,23
2025-08-12,False,False,True,False,departed,True,False,1,980
2025-08-12,False,False,True,False,disapeared,True,False,1,88
2025-08-09,False,False,False,True,departed,False,False,0,25
2025-08-04,False,True,False,True,new,False,False,3,27
2025-08-03,False,True,False,True,new,False,True,0,37
2025-07-21,False,True,False,True,new,True,False,0,15
2025-07-28,False,True,False,True,departed,True,False,1,10
2025-08-22,False,True,False,True,new,False,True,0,34
2025-08-03,False,True,False,True,disapeared,False,True,3,10
2025-07-07,False,True,False,True,arrived,False,False,2,10
2025-07-31,False,True,False,True,new,False,False,1,81
2025-07-09,False,True,False,True,new,False,True,2,30
2025-08-26,False,True,False,True,constant,False,False,1,246
2025-07-29,False,True,False,True,disapeared,False,True,2,18
2025-07-23,False,True,False,True,new,False,True,2,27
2025-09-13,False,True,False,True,arrived,True,False,2,36
2025-08-08,False,True,False,True,new,False,False,2,15
2025-09-16,False,True,False,True,new,True,False,1,28
2025-09-19,False,True,False,True,new,False,True,0,50
2025-09-21,False,True,False,True,disapeared,True,False,0,10
2025-07-18,False,False,True,False,constant,False,False,3,3367
2025-08-02,False,False,True,False,departed,True,False,2,3549
2025-07-24,True,False,False,True,disapeared,False,False,0,1046
2025-08-04,False,False,True,False,new,False,False,3,327
2025-07-13,True,False,False,True,constant,True,False,0,18
2025-07-28,False,False,False,True,arrived,True,False,1,181
2025-07-28,False,False,False,True,new,True,False,1,277
2025-07-26,False,False,False,True,arrived,False,False,2,139
2025-07-12,False,False,False,True,disapeared,False,True,3,251
2025-08-22,False,False,False,True,disapeared,True,False,2,2553
2025-07-20,False,False,False,True,constant,True,False,3,14
2025-07-07,False,False,True,False,new,False,False,3,206
2025-07-11,False,False,True,False,disapeared,False,True,3,218
2025-07-30,True,False,False,True,disapeared,True,False,0,67
2025-08-02,True,False,False,True,departed,True,False,0,11
2025-07-17,False,False,True,False,departed,True,False,3,95
2025-08-27,False,False,False,True,departed,True,False,2,480
2025-08-20,False,False,True,False,new,True,False,0,411
2025-07-15,False,False,True,False,new,True,False,1,705
2025-09-05,False,False,True,False,constant,True,False,0,120
2025-08-30,False,False,False,True,new,False,True,0,231
2025-08-30,False,False,True,False,new,False,True,0,20
2025-08-30,False,False,True,False,departed,False,False,2,178
2025-07-29,False,False,False,True,disapeared,False,True,0,262
2025-08-05,False,False,False,False,new,True,False,0,1
2025-07-31,False,False,False,False,new,False,False,0,6
2025-07-29,False,False,False,True,disapeared,True,False,3,60
2025-07-02,False,False,True,False,departed,True,False,2,2733
2025-07-02,False,False,False,True,disapeared,False,True,0,260
2025-07-02,False,False,True,False,disapeared,False,True,1,86
2025-09-02,False,False,False,True,constant,False,False,1,1623
2025-08-27,False,False,False,True,arrived,False,False,3,14
2025-09-07,False,False,True,False,departed,True,False,0,712
2025-09-23,True,False,False,True,new,True,False,0,125
2025-09-13,False,False,True,False,disapeared,False,True,0,18
2025-09-13,False,False,True,False,constant,True,False,0,113
2025-08-24,False,False,False,True,disapeared,True,False,0,89
2025-07-05,False,False,True,False,arrived,False,False,0,22
2025-09-17,False,False,True,False,new,False,True,2,253
2025-09-19,False,False,True,False,departed,True,False,2,1832
2025-09-18,False,False,True,False,arrived,False,False,1,37
2025-08-11,False,False,False,True,new,False,False,0,392
2025-08-14,False,False,True,False,constant,True,False,1,161
2025-08-12,True,False,False,True,departed,False,False,0,23
2025-08-13,False,False,True,False,disapeared,False,True,0,20
2025-07-23,False,True,False,True,arrived,True,False,1,6
2025-08-19,False,True,False,True,disapeared,False,False,1,86
2025-07-12,False,True,False,True,new,True,False,2,73
2025-07-15,False,True,False,True,new,False,True,2,28
2025-07-22,False,True,False,True,arrived,True,False,1,12
2025-08-01,False,True,False,True,disapeared,False,True,0,54
2025-07-10,False,True,False,True,arrived,True,False,0,8
2025-07-28,False,True,False,True,arrived,True,False,0,9
2025-08-07,False,True,False,True,constant,True,False,2,38
2025-07-29,False,True,False,True,new,True,False,2,64
2025-07-08,False,True,False,True,new,True,False,2,67
2025-08-06,False,True,False,True,departed,True,False,2,27
2025-08-05,False,True,False,True,disapeared,True,False,1,12
2025-08-08,False,True,False,True,constant,False,False,0,159
2025-08-29,False,True,True,False,arrived,True,False,2,6
2025-08-25,False,True,True,False,arrived,True,False,0,3
2025-09-15,False,True,False,True,new,True,False,1,30
2025-09-15,False,True,False,True,arrived,True,False,1,21
2025-09-22,False,True,False,True,new,True,False,3,5
2025-09-23,False,True,False,True,new,True,False,3,3
2025-09-22,False,True,False,True,departed,False,False,3,1
2025-08-10,False,True,False,True,disapeared,False,False,0,54
2025-08-27,False,True,True,False,new,False,False,2,2
2025-07-28,False,False,True,False,constant,True,False,2,2997
2025-07-19,False,False,False,True,arrived,False,False,1,30
2025-07-20,False,False,False,True,constant,False,False,1,1749
2025-08-05,False,False,True,False,new,True,False,2,1804
2025-07-31,False,False,True,False,departed,True,False,2,2905
2025-08-19,False,False,True,False,new,False,False,1,391
2025-08-19,False,False,False,True,new,True,False,2,2592
2025-07-31,False,False,True,False,constant,False,False,1,2824
2025-08-19,False,False,True,False,new,False,True,3,237
2025-08-02,False,False,False,True,constant,True,False,1,89
2025-08-28,True,False,False,True,disapeared,False,True,0,880
2025-07-30,False,False,False,True,disapeared,False,False,3,471
2025-08-19,False,False,False,False,constant,True,False,0,2
2025-07-10,False,False,True,False,constant,True,False,0,412
2025-09-05,False,False,False,True,new,False,False,1,593
2025-08-29,False,False,True,False,departed,True,False,2,2420
2025-08-30,False,False,False,True,disapeared,False,True,0,315
2025-07-29,True,False,False,True,arrived,False,False,0,30
2025-08-26,False,False,False,True,new,False,True,1,151
2025-09-04,False,False,False,True,disapeared,False,False,2,2415
2025-08-31,False,False,True,False,arrived,True,False,2,2747
2025-09-14,False,False,True,False,disapeared,True,False,2,684
2025-09-02,False,False,True,False,disapeared,True,False,2,654
2025-08-28,False,False,False,False,new,False,False,0,10
2025-09-23,False,False,False,True,constant,False,False,3,1165
2025-09-07,False,False,False,True,constant,True,False,1,150
2025-09-09,True,False,False,True,constant,False,False,0,633
2025-09-09,False,False,True,False,new,False,False,0,149
2025-09-13,False,False,True,False,constant,False,False,2,7426
2025-08-24,False,False,False,True,constant,False,False,3,1052
2025-09-14,False,False,False,False,constant,True,False,0,5
2025-07-03,False,False,True,False,departed,True,False,1,1872
2025-09-15,False,False,False,True,constant,True,False,2,437
2025-09-15,False,False,False,True,constant,True,False,0,126
2025-09-16,False,False,False,True,constant,False,False,3,1424
2025-09-19,False,False,False,True,disapeared,True,False,1,242
2025-09-18,False,False,False,False,constant,False,False,3,1
2025-08-14,False,False,True,False,new,False,False,2,712
2025-08-09,False,False,False,True,constant,False,False,2,555
2025-08-02,False,True,False,True,departed,True,False,0,6
2025-07-23,False,True,False,True,new,False,False,1,61
2025-07-20,False,True,True,False,constant,True,False,2,10
2025-07-25,False,True,True,False,arrived,True,False,1,5
2025-07-24,False,True,False,True,new,False,True,2,21
2025-07-07,False,True,False,True,disapeared,False,False,1,91
2025-08-02,False,True,False,True,disapeared,False,True,0,42
2025-07-16,False,True,False,True,new,False,False,2,151
2025-07-21,False,True,False,True,departed,False,False,0,9
2025-07-16,False,True,False,True,new,False,True,2,35
2025-08-01,False,True,False,True,new,True,False,0,9
2025-08-28,False,True,False,True,arrived,True,False,1,21
2025-09-01,False,True,True,False,arrived,True,False,2,4
2025-09-09,False,True,False,True,disapeared,False,False,3,28
2025-09-15,False,True,True,False,departed,True,False,0,3
2025-09-15,False,True,False,True,new,False,True,1,28
2025-09-16,False,True,False,True,new,True,False,2,73
2025-09-22,False,True,False,True,constant,False,False,2,431
2025-09-21,False,True,False,True,disapeared,False,True,0,17
2025-09-21,False,True,False,True,disapeared,False,True,2,24
2025-08-13,False,True,False,True,new,False,True,2,43
2025-07-19,False,False,False,True,arrived,True,False,2,707
2025-08-04,False,False,False,True,disapeared,False,False,3,550
2025-07-31,True,False,False,True,disapeared,False,False,0,1050
2025-07-31,False,False,False,True,arrived,True,False,0,82
2025-08-06,False,False,False,True,new,True,False,2,2843
2025-08-21,False,False,False,True,constant,True,False,1,112
2025-07-26,False,False,False,True,arrived,False,False,1,19
2025-07-11,False,False,False,True,disapeared,False,True,3,279
2025-08-28,False,False,False,True,disapeared,True,False,0,247
2025-07-08,False,False,True,False,disapeared,False,False,1,518
2025-07-17,False,False,True,False,constant,False,False,0,1140
2025-07-08,False,False,True,False,constant,False,False,0,1030
2025-07-08,False,False,False,True,disapeared,True,False,1,184
2025-08-03,True,False,False,True,arrived,True,False,0,11
2025-08-04,False,False,True,False,arrived,False,False,1,34
2025-07-15,False,False,False,True,disapeared,False,False,3,559
2025-08-20,False,False,True,False,disapeared,False,True,0,12
2025-08-03,False,False,False,False,disapeared,False,True,0,4
2025-08-22,False,False,False,True,departed,False,False,3,20
2025-07-07,False,False,False,True,departed,False,False,3,31
2025-08-30,False,False,False,True,disapeared,True,False,3,71
2025-08-25,False,False,True,False,new,False,True,2,355
2025-08-29,False,False,True,False,departed,False,False,0,39
2025-09-02,False,False,True,False,constant,True,False,3,35
2025-07-02,False,False,True,False,new,False,True,0,19
2025-09-07,False,False,True,False,constant,False,False,1,3389
2025-07-06,False,False,True,False,disapeared,False,False,2,426
2025-09-10,True,False,False,True,disapeared,False,False,0,1176
2025-09-09,False,False,False,True,departed,True,False,3,51
2025-07-04,False,False,True,False,departed,True,False,3,110
2025-07-05,False,False,True,False,new,False,False,0,36
2025-09-10,False,False,False,True,disapeared,False,True,0,215
2025-08-24,False,False,False,True,new,False,False,1,729
2025-09-14,False,False,False,True,departed,False,False,1,53
2025-09-03,False,False,True,False,departed,False,False,1,66
2025-07-03,False,False,False,True,constant,True,False,2,197
2025-09-13,False,False,True,False,disapeared,True,False,3,19
2025-09-11,False,False,False,True,arrived,False,False,0,37
2025-09-11,False,False,False,True,disapeared,True,False,1,244
2025-09-21,False,False,False,True,arrived,True,False,2,478
2025-09-20,False,False,True,False,departed,False,False,2,128
2025-08-14,False,False,True,False,constant,True,False,2,618
2025-08-09,False,False,False,True,disapeared,True,False,3,42
2025-08-13,True,False,False,True,arrived,False,False,0,20
2025-08-15,False,False,True,False,disapeared,False,True,3,1434
2025-07-19,False,True,False,True,departed,True,False,0,8
2025-07-18,False,True,False,True,disapeared,True,False,0,16
2025-07-17,False,True,False,True,new,False,False,0,169
2025-08-27,False,True,False,True,disapeared,True,False,2,66
2025-08-02,False,True,True,False,disapeared,True,False,1,10
2025-07-10,False,True,False,True,disapeared,False,False,0,130
2025-07-10,False,True,False,True,arrived,False,False,2,5
2025-09-01,False,True,False,True,constant,False,False,0,464
2025-08-07,False,True,False,True,arrived,False,False,0,3
2025-08-25,False,True,False,True,constant,True,False,1,13
2025-08-26,False,True,False,True,disapeared,False,True,3,10
2025-08-25,False,True,False,True,arrived,False,False,2,9
2025-07-31,False,True,True,False,constant,True,False,1,1
2025-09-07,False,True,False,True,new,False,True,0,25
2025-09-03,False,True,True,False,constant,False,False,2,9
2025-09-10,False,True,False,True,disapeared,False,False,3,23
2025-09-05,False,True,True,False,new,False,False,2,1
2025-09-19,False,True,True,False,constant,True,False,2,4
2025-09-20,False,True,False,True,arrived,True,False,2,38
2025-08-15,False,True,False,True,new,False,True,0,17
2025-07-21,False,False,True,False,new,True,False,0,429
2025-07-21,False,False,False,True,constant,True,False,2,569
2025-08-02,False,False,True,False,disapeared,False,False,3,373
2025-07-21,True,False,False,True,constant,False,False,0,406
2025-07-09,False,False,False,True,new,False,False,3,461
2025-08-06,False,False,True,False,new,True,False,0,480
2025-07-26,True,False,False,True,constant,True,False,0,13
2025-07-17,False,False,True,False,disapeared,False,False,3,586
2025-07-16,False,False,False,True,constant,False,False,2,6088
2025-07-08,False,False,False,True,arrived,True,False,2,636
2025-07-17,False,False,False,True,arrived,False,False,0,34
2025-08-27,True,False,False,True,departed,False,False,0,61
2025-09-05,False,False,False,True,disapeared,False,True,0,239
2025-09-05,False,False,True,False,arrived,False,False,3,40
2025-08-29,False,False,True,False,new,False,True,3,151
2025-07-31,False,False,True,False,departed,False,False,1,83
2025-08-25,False,False,False,True,departed,True,False,0,154
2025-09-14,False,False,True,False,departed,False,False,2,190
2025-07-02,False,False,True,False,new,False,True,2,260
2025-07-04,True,False,False,True,new,True,False,0,85
2025-07-04,False,False,False,True,departed,False,False,1,29
2025-09-05,False,False,True,False,new,False,True,0,16
2025-08-24,False,False,True,False,new,False,True,3,346
2025-09-10,False,False,True,False,new,False,False,0,165
2025-09-12,False,False,True,False,disapeared,True,False,2,573
2025-09-15,False,False,False,True,disapeared,False,True,1,133
2025-09-17,False,False,False,True,new,True,False,1,299
2025-09-17,False,False,False,True,departed,True,False,3,22
2025-09-19,False,False,True,False,constant,True,False,1,487
2025-09-20,False,False,False,True,new,False,False,1,258
2025-09-18,False,False,False,True,arrived,False,False,1,22
2025-09-21,False,False,True,False,departed,False,False,0,32
2025-08-11,False,False,False,True,new,False,True,0,264
2025-08-10,True,False,False,True,disapeared,False,True,0,587
2025-08-07,False,True,False,True,disapeared,False,False,0,132
2025-07-14,False,True,False,True,new,True,False,2,90
2025-07-14,False,True,True,False,constant,False,False,1,8
2025-07-21,False,True,False,True,constant,True,False,1,6
2025-07-25,False,True,True,False,departed,True,False,2,6
2025-07-09,False,True,False,True,disapeared,False,True,2,27
2025-07-23,False,True,True,False,new,True,False,2,2
2025-08-23,False,True,True,False,constant,False,False,3,5
2025-09-13,False,True,False,True,new,True,False,1,26
2025-08-08,False,True,False,True,departed,True,False,1,6
2025-09-22,False,True,True,False,arrived,True,False,2,6
2025-08-10,False,True,True,False,constant,False,False,1,3
2025-07-21,False,False,True,False,departed,True,False,2,4669
2025-08-03,False,False,True,False,disapeared,False,False,2,1085
2025-08-05,False,False,False,True,new,True,False,2,3927
2025-07-13,False,False,False,True,constant,False,False,3,1653
2025-07-18,False,False,False,True,new,False,False,3,1086
2025-07-19,False,False,False,True,disapeared,True,False,0,238
2025-07-21,True,False,False,True,disapeared,True,False,0,89
2025-07-27,False,False,False,True,disapeared,True,False,0,216
2025-08-19,False,False,True,False,departed,True,False,2,3066
2025-07-11,False,False,True,False,new,False,True,2,298
2025-07-07,True,False,False,True,new,True,False,0,106
2025-08-06,False,False,False,True,departed,True,False,1,168
2025-07-08,False,False,True,False,departed,True,False,2,2881
2025-07-17,False,False,False,True,new,False,True,3,284
2025-08-27,False,False,False,True,arrived,True,False,2,647
2025-09-06,False,False,True,False,constant,True,False,2,2118
2025-08-27,False,False,False,True,constant,True,False,2,531
2025-07-25,False,False,True,False,disapeared,False,True,2,50
2025-08-04,False,False,True,False,disapeared,False,True,0,22
2025-07-24,False,False,False,True,arrived,True,False,3,59
2025-07-29,False,False,False,True,new,False,False,1,511
2025-08-23,False,False,False,True,constant,False,False,1,1038
2025-08-26,False,False,True,False,departed,False,False,1,152
2025-09-01,False,False,False,True,new,False,False,2,2338
2025-07-30,False,False,True,False,new,True,False,3,23
2025-09-14,False,False,False,True,disapeared,False,True,2,417
2025-08-23,False,False,False,True,arrived,False,False,0,33
2025-09-02,False,False,True,False,arrived,False,False,1,49
2025-09-02,False,False,False,True,new,False,True,3,211
2025-09-08,False,False,True,False,constant,True,False,3,23
2025-07-06,False,False,False,True,new,False,False,2,3081
2025-07-06,False,False,False,True,new,True,False,1,410
2025-09-13,False,False,False,True,new,True,False,1,333
2025-09-04,False,False,True,False,disapeared,False,False,0,231
2025-09-05,False,False,True,False,departed,False,False,3,11
2025-09-17,False,False,False,True,disapeared,False,False,1,663
2025-09-17,False,False,True,False,arrived,False,False,2,167
2025-09-13,False,False,True,False,new,True,False,3,22
2025-09-17,False,False,True,False,new,False,False,2,666
2025-07-03,False,False,False,True,new,True,False,3,56
2025-09-18,False,False,False,True,new,False,True,1,143
2025-09-18,True,False,False,True,new,False,True,1,28
2025-09-18,False,False,False,True,constant,False,False,0,1391
2025-09-19,False,False,False,True,constant,True,False,2,440
2025-09-21,False,False,False,True,disapeared,False,True,1,113
2025-08-10,False,False,True,False,departed,True,False,2,1267
2025-08-09,False,False,True,False,departed,True,False,3,121
2025-08-10,False,False,True,False,departed,True,False,1,1000
2025-08-10,False,False,True,False,arrived,False,False,2,738
2025-07-20,False,True,False,True,departed,True,False,1,4
2025-07-12,False,True,False,True,arrived,True,False,2,30
2025-07-11,False,True,True,False,constant,False,False,2,12
2025-07-27,False,True,True,False,departed,True,False,2,12
2025-07-26,False,True,False,True,departed,False,False,0,6
2025-09-06,False,True,False,True,disapeared,False,True,2,28
2025-08-20,False,True,False,True,disapeared,False,False,3,25
2025-07-28,False,True,False,True,disapeared,False,True,3,11
2025-07-23,False,True,False,True,new,True,False,2,64
2025-09-05,False,True,False,True,new,False,True,0,37
2025-07-24,False,True,False,True,arrived,False,False,1,3
2025-08-26,False,True,False,True,new,False,False,1,71
2025-07-02,False,True,False,True,new,True,False,2,65
2025-09-11,False,True,False,True,new,False,True,0,35
2025-09-21,False,True,False,True,disapeared,True,False,1,14
2025-08-13,False,True,False,True,constant,False,False,0,154
2025-07-22,False,False,False,True,departed,True,False,2,617
2025-07-18,False,False,False,True,constant,True,False,0,140
2025-08-04,False,False,False,True,constant,True,False,1,92
2025-08-04,False,False,False,True,arrived,False,False,3,24
2025-07-27,False,False,False,True,new,True,False,1,336
2025-07-23,False,False,False,True,arrived,True,False,3,66
2025-07-31,False,False,True,False,arrived,True,False,0,786
2025-07-12,False,False,True,False,arrived,False,False,3,175
2025-07-07,False,False,True,False,constant,False,False,1,3675
2025-08-28,False,False,True,False,arrived,True,False,3,113
2025-08-28,False,False,True,False,new,False,True,2,274
2025-08-28,False,False,True,False,new,False,False,3,237
2025-07-12,True,False,False,True,new,True,False,0,82
2025-07-17,True,False,False,True,new,True,False,0,125
2025-07-08,False,False,False,True,new,True,False,0,188
2025-08-21,False,False,False,True,departed,True,False,3,67
2025-07-16,False,False,False,True,arrived,True,False,3,61
2025-08-27,False,False,False,True,disapeared,True,False,0,229
2025-08-01,False,False,True,False,disapeared,True,False,3,18
2025-08-03,False,False,True,False,new,True,False,3,25
2025-09-14,True,False,False,True,disapeared,False,False,0,869
2025-07-02,False,False,True,False,constant,False,False,3,2752
2025-09-08,False,False,False,True,arrived,True,False,2,598
2025-09-10,False,False,False,True,arrived,False,False,1,30
2025-09-12,False,False,False,True,departed,True,False,2,464
2025-09-12,False,False,False,True,constant,False,False,3,1404
2025-07-03,False,False,False,True,arrived,True,False,0,54
2025-09-18,False,False,True,False,constant,False,False,3,1443
2025-09-19,False,False,True,False,departed,False,False,2,164
2025-08-11,False,False,True,False,disapeared,True,False,2,173
2025-08-10,False,False,True,False,constant,True,False,1,144
2025-08-13,False,False,False,True,departed,False,False,1,20
2025-08-16,False,False,False,True,new,False,True,3,16
2025-07-12,False,True,False,True,constant,True,False,0,21
2025-08-28,False,True,False,True,disapeared,False,False,2,146
2025-08-19,False,True,False,True,new,True,False,0,20
2025-07-15,False,True,False,True,constant,False,False,2,385
2025-08-01,False,True,False,True,new,True,False,2,61
2025-08-27,False,True,False,True,new,True,False,2,70
2025-08-24,False,True,True,False,constant,True,False,1,3
2025-09-21,False,True,False,True,new,False,True,1,16
2025-09-17,False,True,False,True,arrived,True,False,1,14
2025-09-21,False,True,False,True,new,False,True,2,51
2025-08-13,False,True,False,True,departed,True,False,2,5
2025-07-21,False,False,True,False,constant,False,False,2,8670
2025-07-28,False,False,False,True,disapeared,False,False,1,563
2025-07-18,False,False,True,False,new,False,False,2,715
2025-08-05,True,False,False,True,new,False,True,0,768
2025-07-24,False,False,True,False,constant,True,False,0,296
2025-07-21,False,False,True,False,new,False,False,0,195
2025-08-04,False,False,True,False,disapeared,False,False,3,295
2025-07-18,True,False,False,True,arrived,False,False,0,76
2025-08-19,True,False,False,True,disapeared,False,True,0,931
2025-08-22,False,False,False,True,arrived,False,False,0,33
2025-08-22,False,False,True,False,new,True,False,2,958
2025-08-06,False,False,True,False,disapeared,False,False,0,269
2025-07-09,False,False,True,False,new,True,False,3,27
2025-07-26,False,False,False,True,new,True,False,3,116
2025-07-07,True,False,False,True,disapeared,True,False,0,67
2025-07-17,False,False,True,False,disapeared,True,False,2,1212
2025-07-17,False,False,False,True,new,True,False,0,249
2025-08-19,False,False,True,False,departed,False,False,3,45
2025-07-08,False,False,False,True,arrived,False,False,2,114
2025-07-15,False,False,False,True,arrived,False,False,1,20
2025-08-01,False,False,False,True,new,False,True,0,250
2025-08-25,False,False,False,True,constant,False,False,2,5389
2025-08-23,False,False,True,False,new,False,False,0,129
2025-07-29,False,False,True,False,departed,True,False,3,105
2025-08-08,False,False,False,True,new,False,True,2,459
2025-07-30,False,False,False,True,departed,False,False,0,46
2025-07-02,False,False,True,False,disapeared,False,False,3,169
2025-09-02,False,False,False,True,disapeared,False,True,3,248
2025-09-06,False,False,True,False,constant,True,False,0,201
2025-09-23,False,False,True,False,disapeared,False,False,2,529
2025-09-10,False,False,False,True,new,False,True,2,491
2025-09-10,True,False,False,True,new,True,False,0,213
2025-09-23,False,False,True,False,disapeared,True,False,0,130
2025-09-23,False,False,False,True,new,False,True,1,109
2025-09-13,False,False,True,False,new,False,False,2,812
2025-09-15,False,False,True,False,constant,True,False,2,1515
2025-09-21,False,False,False,True,disapeared,False,False,1,388
2025-09-21,False,False,False,True,arrived,True,False,3,51
2025-08-10,False,False,True,False,disapeared,False,False,2,816
2025-08-11,False,False,False,True,new,False,False,1,65
2025-08-13,False,False,True,False,arrived,True,False,0,223
2025-08-16,False,False,True,False,new,False,False,3,20
2025-07-18,False,True,True,False,constant,False,False,2,25
2025-07-18,False,True,False,True,arrived,True,False,2,26
2025-07-23,False,True,False,True,constant,True,False,0,15
2025-07-11,False,True,False,True,disapeared,True,False,2,61
2025-08-03,False,True,False,True,disapeared,True,False,0,10
2025-07-10,False,True,False,True,constant,False,False,2,366
2025-08-22,False,True,False,True,new,False,False,1,118
2025-07-23,False,True,False,True,departed,True,False,2,28
2025-08-29,False,True,False,True,disapeared,True,False,2,60
2025-07-23,False,True,False,True,disapeared,False,False,3,31
2025-08-30,False,True,False,True,disapeared,False,True,3,11
2025-09-14,False,True,False,True,new,True,False,0,16
2025-09-09,False,True,True,False,constant,False,False,0,3
2025-09-17,False,True,False,True,new,False,True,2,40
2025-09-12,False,True,False,True,disapeared,False,True,3,10
2025-09-03,False,True,True,False,new,False,True,2,1
2025-09-21,False,True,True,False,arrived,True,False,2,3
2025-07-21,False,False,False,True,constant,False,False,2,5936
2025-08-07,False,False,False,True,disapeared,False,False,1,565
2025-08-02,True,False,False,True,disapeared,False,True,0,738
2025-07-27,False,False,False,True,departed,True,False,3,81
2025-07-21,False,False,False,True,disapeared,False,True,2,408
2025-08-02,False,False,True,False,new,False,False,3,153
2025-07-27,True,False,False,True,departed,False,False,0,33
2025-07-26,False,False,False,True,arrived,False,False,0,25
2025-08-22,False,False,True,False,departed,False,False,2,208
2025-08-01,False,False,True,False,departed,False,False,1,74
2025-08-19,False,False,True,False,new,True,False,2,753
2025-07-09,False,False,False,True,constant,True,False,3,65
2025-07-26,False,False,False,True,arrived,False,False,3,35
2025-07-17,False,False,True,False,disapeared,False,True,3,324
2025-07-08,False,False,False,True,departed,True,False,1,149
2025-08-19,False,False,False,True,new,True,False,3,93
2025-07-25,False,False,True,False,new,True,False,3,57
2025-08-20,False,False,False,True,departed,True,False,2,548
2025-08-27,False,False,True,False,disapeared,False,True,2,286
2025-07-10,False,False,False,True,new,False,False,1,696
2025-09-05,False,False,True,False,arrived,False,False,2,177
2025-08-29,False,False,False,True,new,False,False,2,3465
